COMP_CODE,COMP_CONM,COMP_NAME,COMP_RAT,COMP_CLAS,COMP_CLAS1,COMP_CLAS2,OLD_PRIC,NEW_PRIC,COMP_PRIC,CURR_JUN06,COMP_DESC,COMP_PRNT,JUN06
GSM251E3,C&S(GOLD STAR),DP MCCB,500A,35KA,ABE802A,,13650.00,0.00,13650.00,13650.00,500A 35KA ABE802A,DP MCCB,0.00
GSM251L6,C&S(GOLD STAR),DP MCCB,500A,65KA,ABL802A,,15100.00,0.00,15100.00,15100.00,500A 65KA ABL802A,DP MCCB,0.00
GSM260E1,C&S(GOLD STAR),DP MCCB,60A,10KA,ABE102A,,1850.00,1850.00,1850.00,1850.00,60A 10KA ABE102A,DP MCCB,0.00
GSM260EF,C&S(GOLD STAR),DP MCCB,60A,5KA,ABE62A,,1750.00,1750.00,1750.00,1750.00,60A 5KA ABE62A,DP MCCB,0.00
GSM260H2,C&S(GOLD STAR),DP MCCB,60A,22KA,ABH102A,,3300.00,0.00,3300.00,3300.00,60A 22KA ABH102A,DP MCCB,0.00
GSM260L6,C&S(GOLD STAR),DP MCCB,60A,65KA,ABL102A,,4850.00,0.00,4850.00,4850.00,60A 65KA ABL102A,DP MCCB,0.00
GSM260S1,C&S(GOLD STAR),DP MCCB,60A,10KA,ABS62A,,1850.00,1850.00,1850.00,1850.00,60A 10KA ABS62A,DP MCCB,0.00
GSM260S5,C&S(GOLD STAR),DP MCCB,60A,14KA,ABS102A,,1850.00,0.00,1850.00,1850.00,60A 14KA ABS102A,DP MCCB,0.00
GSM261E3,C&S(GOLD STAR),DP MCCB,600A,35KA,ABE802A,,13650.00,0.00,13650.00,13650.00,600A 35KA ABE802A,DP MCCB,0.00
GSM261L6,C&S(GOLD STAR),DP MCCB,600A,65KA,ABL802A,,15100.00,0.00,15100.00,15100.00,600A 65KA ABL802A,DP MCCB,0.00
GSM263G3,C&S(GOLD STAR),DP MCCB,63A,35KA,GBN102,,3950.00,0.00,3950.00,3950.00,63A 35KA GBN102-VARIABLE SETTING,DP MCCB,0.00
GSM263G5,C&S(GOLD STAR),DP MCCB,63A,50KA,GBH102,,4450.00,0.00,4450.00,4450.00,63A 50KA GBH102-VARIABLE SETTING,DP MCCB,0.00
GSM263G9,C&S(GOLD STAR),DP MCCB,63A,85KA,GBL102,,5200.00,0.00,5200.00,5200.00,63A 85KA GBL102-VARIABLE SETTING,DP MCCB,0.00
GSM271L6,C&S(GOLD STAR),DP MCCB,700A,65KA,ABL802A,,25000.00,0.00,25000.00,25000.00,700A 65KA ABL802A,DP MCCB,0.00
GSM275E1,C&S(GOLD STAR),DP MCCB,75A,10KA,ABE102A,,1850.00,1850.00,1850.00,1850.00,75A 10KA ABE102A,DP MCCB,0.00
GSM275H2,C&S(GOLD STAR),DP MCCB,75A,22KA,ABH102A,,3300.00,0.00,3300.00,3300.00,75A 22KA ABH102A,DP MCCB,0.00
GSM275L6,C&S(GOLD STAR),DP MCCB,75A,65KA,ABL102A,,4850.00,0.00,4850.00,4850.00,75A 65KA ABL102A,DP MCCB,0.00
GSM275S5,C&S(GOLD STAR),DP MCCB,75A,14KA,ABS102A,,1850.00,0.00,1850.00,1850.00,75A 14KA ABS102A,DP MCCB,0.00
GSM280G3,C&S(GOLD STAR),DP MCCB,80A,35KA,GBN102,,3950.00,0.00,3950.00,3950.00,80A 35KA GBN102-VARIABLE SETTING,DP MCCB,0.00
GSM280G5,C&S(GOLD STAR),DP MCCB,80A,50KA,GBH102,,4450.00,0.00,4450.00,4450.00,80A 50KA GBH102-VARIABLE SETTING,DP MCCB,0.00
GSM280G9,C&S(GOLD STAR),DP MCCB,80A,85KA,GBL102,,5200.00,0.00,5200.00,5200.00,80A 85KA GBL102-VARIABLE SETTING,DP MCCB,0.00
GSM281L6,C&S(GOLD STAR),DP MCCB,800A,60KA,ABL802,,25000.00,0.00,25000.00,25000.00,800A 65KA ABL802A,DP MCCB,0.00
GSM305EF,C&S(GOLD STAR),TP MCCB,5A,5KA,ABE53A,,2110.00,1800.00,2110.00,1800.00,05A 05KA ABE53A,TP MCCB,0.00
GSM305S1,C&S(GOLD STAR),TP MCCB,5A,10KA,ABS53A,,2110.00,0.00,2110.00,1800.00,05A 10KA ABS53A,TP MCCB,0.00
GSM305SF,C&S(GOLD STAR),TP MCCB,5A,05KA,ABS33A,,2110.00,0.00,2110.00,1700.00,05A 05KA ABS33A,TP MCCB,0.00
GSM310EF,C&S(GOLD STAR),TP MCCB,10A,5KA,ABE53A,,2110.00,1800.00,2110.00,1800.00,10A 05KA ABE53A,TP MCCB,0.00
GSM310H1,C&S(GOLD STAR),TP MCCB,10A,10KA,ABH33A,,2110.00,0.00,2110.00,1900.00,10A 10KA ABH33A,TP MCCB,0.00
GSM310S1,C&S(GOLD STAR),TP MCCB,10A,10KA,ABS53A,,2110.00,0.00,2110.00,1800.00,10A 10KA ABS53A,TP MCCB,0.00
GSM310SF,C&S(GOLD STAR),TP MCCB,10A,05KA,ABS33A,,2110.00,0.00,2110.00,1700.00,10A 05KA ABS33A,TP MCCB,0.00
GSM311E1,C&S(GOLD STAR),TP MCCB,100A,10KA,ABE103A,,2160.00,1950.00,2160.00,1950.00,100A 10KA ABE103A,TP MCCB,0.00
GSM311G3,C&S(GOLD STAR),TP MCCB,100A,35KA,GBN103,,4600.00,4600.00,4600.00,4600.00,100A 35KA GBN103-VARIABLE SETTING,TP MCCB,0.00
GSM311G5,C&S(GOLD STAR),TP MCCB,100A,50KA,GBH103,,14550.00,6350.00,18950.00,6350.00,100A 50KA ATU,TP MCCB,0.00
GSM311G9,C&S(GOLD STAR),TP MCCB,100A,85KA,GBL103,,8750.00,8750.00,31380.00,8750.00,100A 85KA GBL103-VARIABLE SETTING,TP MCCB,0.00
GSM311H2,C&S(GOLD STAR),TP MCCB,100A,22KA,ABH103A,,3500.00,0.00,3500.00,3500.00,100A 22KA ABH103A,TP MCCB,0.00
GSM311L6,C&S(GOLD STAR),TP MCCB,100A,65KA,ABL103A,,10380.00,6750.00,11675.00,6750.00,100A 50KA FMU,TP MCCB,0.00
GSM311S5,C&S(GOLD STAR),TP MCCB,100A,14KA,ABS103A,,2300.00,0.00,2300.00,2300.00,100A 14KA ABS103A,TP MCCB,0.00
GSM312S6,C&S(GOLD STAR),TP MCCB,1000A,65KA,ABS1003,,50000.00,46000.00,105390.00,46000.00,1000A 65KA ATU,TP MCCB,0.00
GSM313E1,C&S(GOLD STAR),TP MCCB,125A,10KA,ABE203A,,3100.00,0.00,3100.00,3100.00,125A 10KA ABE203A,TP MCCB,0.00
GSM313G3,C&S(GOLD STAR),TP MCCB,125A,35KA,GBN203,,6800.00,6750.00,6800.00,6750.00,125A 35KA GBN203-VARIABLE SETTING,TP MCCB,0.00
GSM313G5,C&S(GOLD STAR),TP MCCB,125A,50KA,GBH203,,14550.00,9250.00,17510.00,9250.00,125A 50KA ATU,TP MCCB,0.00
GSM313G9,C&S(GOLD STAR),TP MCCB,125A,85KA,GBL203,,13000.00,12750.00,31380.00,12750.00,125A 85KA GBL203-VARIABLE SETTING,TP MCCB,0.00
GSM313H4,C&S(GOLD STAR),TP MCCB,125A,45KA,ABH203A,,7200.00,0.00,17510.00,7200.00,125A 45KA ABH203A,TP MCCB,0.00
GSM313L6,C&S(GOLD STAR),TP MCCB,125A,65KA,ABL203A,,14240.00,11500.00,17510.00,11500.00,125A 50KA FMU,TP MCCB,0.00
GSM313S5,C&S(GOLD STAR),TP MCCB,125A,14KA,ABS203A,,5800.00,0.00,5800.00,5800.00,125A 14KA ABS203A,TP MCCB,0.00
GSM314S6,C&S(GOLD STAR),TP MCCB,1200A,65KA,ABS1203,,60000.00,52000.00,132580.00,52000.00,1200A 65KA FMU,TP MCCB,0.00
GSM315E1,C&S(GOLD STAR),TP MCCB,15A,10KA,ABE103A,,1950.00,1950.00,1950.00,1950.00,15A 10KA ABE103A,TP MCCB,0.00
GSM315EF,C&S(GOLD STAR),TP MCCB,15A,5KA,ABE53A,,1800.00,1800.00,1800.00,1800.00,15A 05KA ABE53A,TP MCCB,0.00
GSM315H1,C&S(GOLD STAR),TP MCCB,15A,10KA,ABH33A,,1800.00,0.00,1800.00,1800.00,15A 10KA ABH33A,TP MCCB,0.00
GSM315H2,C&S(GOLD STAR),TP MCCB,15A,22KA,ABH103A,,3500.00,0.00,3500.00,3500.00,15A 22KA ABH103A,TP MCCB,0.00
GSM315H5,C&S(GOLD STAR),TP MCCB,15A,14KA,ABH53A,,2300.00,0.00,2300.00,2300.00,15A 14KA ABH53A,TP MCCB,0.00
GSM315L6,C&S(GOLD STAR),TP MCCB,15A,65KA,ABL53A,,10380.00,6250.00,11575.00,6250.00,16A 50KA FMU,TP MCCB,0.00
GSM315S1,C&S(GOLD STAR),TP MCCB,15A,10KA,ABS53A,,1800.00,0.00,1800.00,1800.00,15A 10KA ABS53A,TP MCCB,0.00
GSM315S5,C&S(GOLD STAR),TP MCCB,15A,14KA,ABS103A,,2300.00,0.00,2300.00,2300.00,15A 14KA ABS103A,TP MCCB,0.00
GSM315SF,C&S(GOLD STAR),TP MCCB,15A,05KA,ABS33A,,1700.00,0.00,1700.00,1700.00,15A 05KA ABS33A,TP MCCB,0.00
GSM316E1,C&S(GOLD STAR),TP MCCB,150A,10KA,ABE203A,,3750.00,0.00,3750.00,3750.00,150A 10KA ABE203A,TP MCCB,0.00
GSM316H4,C&S(GOLD STAR),TP MCCB,150A,45KA,ABH203A,,7200.00,0.00,20890.00,7200.00,150A 45KA ABH203A,TP MCCB,0.00
GSM316L6,C&S(GOLD STAR),TP MCCB,150A,65KA,ABL203A,,16730.00,11500.00,20890.00,11500.00,160A 50KA FMU,TP MCCB,0.00
GSM316S5,C&S(GOLD STAR),TP MCCB,150A,14KA,ABS203A,,5800.00,0.00,5800.00,5800.00,150A 14KA ABS203A,TP MCCB,0.00
GSM317G3,C&S(GOLD STAR),TP MCCB,160A,35KA,GBN203,,7250.00,7250.00,7250.00,7250.00,160A 35KA GBN203-VARIABLE SETTING,TP MCCB,0.00
GSM317G5,C&S(GOLD STAR),TP MCCB,160A,50KA,GBH203,,17490.00,10250.00,20890.00,10250.00,160A 50KA ATU,TP MCCB,0.00
GSM317G9,C&S(GOLD STAR),TP MCCB,160A,85KA,GBL203,,13500.00,13500.00,31380.00,13500.00,160A 85KA GBL203-VARIABLE SETTING,TP MCCB,0.00
GSM318E1,C&S(GOLD STAR),TP MCCB,175A,10KA,ABE203A,,5400.00,0.00,5400.00,5400.00,175A 10KA ABE203A,TP MCCB,0.00
GSM318H4,C&S(GOLD STAR),TP MCCB,175A,45KA,ABH203A,,7200.00,0.00,24510.00,7200.00,175A 45KA ABH203A,TP MCCB,0.00
GSM318L6,C&S(GOLD STAR),TP MCCB,175A,65KA,ABL203A,,21650.00,11500.00,24510.00,11500.00,175A 50KA FMU,TP MCCB,0.00
GSM318S5,C&S(GOLD STAR),TP MCCB,175A,14KA,ABS203A,,5800.00,0.00,5800.00,5800.00,175A 14KA ABS203A,TP MCCB,0.00
GSM320E1,C&S(GOLD STAR),TP MCCB,20A,10KA,ABE103A,,1950.00,1950.00,1950.00,1950.00,20A 10KA ABE103A,TP MCCB,0.00
GSM320EF,C&S(GOLD STAR),TP MCCB,20A,5KA,ABE53A,,1800.00,1800.00,1800.00,1800.00,20A 05KA ABE53A,TP MCCB,0.00
GSM320H1,C&S(GOLD STAR),TP MCCB,20A,10KA,ABH33A,,1800.00,0.00,1800.00,1800.00,20A 10KA ABH33A,TP MCCB,0.00
GSM320H2,C&S(GOLD STAR),TP MCCB,20A,22KA,ABH103A,,3500.00,0.00,3500.00,3500.00,20A 22KA ABH103A,TP MCCB,0.00
GSM320H5,C&S(GOLD STAR),TP MCCB,20A,14KA,ABH53A,,2300.00,0.00,2300.00,2300.00,20A 14KA ABH53A,TP MCCB,0.00
GSM320L6,C&S(GOLD STAR),TP MCCB,20A,65KA,ABL53A,,10380.00,6250.00,11575.00,6250.00,20A 50KA FMU,TP MCCB,0.00
GSM320S1,C&S(GOLD STAR),TP MCCB,20A,10KA,ABS53A,,1800.00,0.00,1800.00,1800.00,20A 10KA ABS53A,TP MCCB,0.00
GSM320S5,C&S(GOLD STAR),TP MCCB,20A,14KA,ABS103A,,2300.00,0.00,2300.00,2300.00,20A 14KA ABS103A,TP MCCB,0.00
GSM320SF,C&S(GOLD STAR),TP MCCB,20A,05KA,ABS33A,,1700.00,0.00,1700.00,1700.00,20A 05KA ABS33A,TP MCCB,0.00
GSM321E1,C&S(GOLD STAR),TP MCCB,200A,10KA,ABE203A,,5400.00,0.00,5400.00,5400.00,200A 10KA ABE203A,TP MCCB,0.00
GSM321G3,C&S(GOLD STAR),TP MCCB,200A,35KA,GBN203,,7750.00,7750.00,7750.00,7750.00,200A 35KA GBN203-VARIABLE SETTING,TP MCCB,0.00
GSM321G5,C&S(GOLD STAR),TP MCCB,200A,50KA,GBH203,,22160.00,10750.00,24510.00,10750.00,200A 50KA ATU,TP MCCB,0.00
GSM321G9,C&S(GOLD STAR),TP MCCB,200A,85KA,GBL203,,13500.00,13500.00,31380.00,13500.00,200A 85KA GBL203-VARIABLE SETTING,TP MCCB,0.00
GSM321H4,C&S(GOLD STAR),TP MCCB,200A,45KA,ABH203A,,7200.00,0.00,24510.00,7200.00,200A 45KA ABH203A,TP MCCB,0.00
GSM321L6,C&S(GOLD STAR),TP MCCB,200A,65KA,ABL203A,,21650.00,11500.00,24510.00,11500.00,200A 50KA FMU,TP MCCB,0.00
GSM321S5,C&S(GOLD STAR),TP MCCB,200A,14KA,ABS203A,,5800.00,0.00,5800.00,5800.00,200A 14KA ABS203A,TP MCCB,0.00
GSM323E1,C&S(GOLD STAR),TP MCCB,225A,10KA,ABE203A,,6200.00,0.00,6200.00,6200.00,225A 10KA ABE203A,TP MCCB,0.00
GSM323H4,C&S(GOLD STAR),TP MCCB,225A,45KA,ABH203A,,7200.00,0.00,27710.00,7200.00,225A 45KA ABH203A,TP MCCB,0.00
GSM323L6,C&S(GOLD STAR),TP MCCB,225A,65KA,ABL203A,,24500.00,14000.00,27710.00,14000.00,225A 50KA FMU,TP MCCB,0.00
GSM323S5,C&S(GOLD STAR),TP MCCB,225A,14KA,ABS203A,,5800.00,0.00,5800.00,5800.00,225A 14KA ABS203A,TP MCCB,0.00
GSM326E2,C&S(GOLD STAR),TP MCCB,250A,25KA,ABE403A,,8500.00,8500.00,8500.00,8500.00,250A 25KA ABE403A,TP MCCB,0.00
GSM326G3,C&S(GOLD STAR),TP MCCB,250A,35KA,GBN203,,8250.00,8250.00,8250.00,8250.00,250A 35KA GBN203-VARIABLE SETTING,TP MCCB,0.00
GSM326G5,C&S(GOLD STAR),TP MCCB,250A,50KA,GBH203,,25410.00,13750.00,27710.00,13750.00,250A 50KA ATU,TP MCCB,0.00
GSM326G9,C&S(GOLD STAR),TP MCCB,250A,85KA,GBL203,,16000.00,16000.00,31380.00,16000.00,250A 85KA GBL203-VARIABLE SETTING,TP MCCB,0.00
GSM326H5,C&S(GOLD STAR),TP MCCB,250A,50KA,ABH403A,,25410.00,14000.00,27710.00,14000.00,250A 50KA ATU,TP MCCB,0.00
GSM326L6,C&S(GOLD STAR),TP MCCB,250A,65KA,ABL403A,,24500.00,0.00,27710.00,15500.00,250A 50KA FMU,TP MCCB,0.00
GSM326S3,C&S(GOLD STAR),TP MCCB,250A,35KA,ABS403A,,13100.00,13100.00,13100.00,13100.00,250A 35KA ABS403A,TP MCCB,0.00
GSM330E1,C&S(GOLD STAR),TP MCCB,30A,10KA,ABE103A,,1950.00,1950.00,1950.00,1950.00,30A 10KA ABE103A,TP MCCB,0.00
GSM330EF,C&S(GOLD STAR),TP MCCB,30A,5KA,ABE53A,,1800.00,1800.00,1800.00,1800.00,30A 05KA ABE53A,TP MCCB,0.00
GSM330H1,C&S(GOLD STAR),TP MCCB,30A,10KA,ABH33A,,1800.00,0.00,1800.00,1800.00,30A 10KA ABH33A,TP MCCB,0.00
GSM330H2,C&S(GOLD STAR),TP MCCB,30A,22KA,ABH103A,,3500.00,0.00,3500.00,3500.00,30A 22KA ABH103A,TP MCCB,0.00
GSM330H5,C&S(GOLD STAR),TP MCCB,30A,14KA,ABH53A,,2300.00,0.00,2300.00,2300.00,30A 14KA ABH53A,TP MCCB,0.00
GSM330L6,C&S(GOLD STAR),TP MCCB,30A,65KA,ABL53A,,10380.00,6250.00,11575.00,6250.00,32A 50KA FMU,TP MCCB,0.00
GSM330S1,C&S(GOLD STAR),TP MCCB,30A,10KA,ABS53A,,1800.00,0.00,1800.00,1800.00,30A 10KA ABS53A,TP MCCB,0.00
GSM330S5,C&S(GOLD STAR),TP MCCB,30A,14KA,ABS103A,,2300.00,0.00,2300.00,2300.00,30A 14KA ABS103A,TP MCCB,0.00
GSM330SF,C&S(GOLD STAR),TP MCCB,30A,05KA,ABS33A,,1700.00,0.00,1700.00,1700.00,30A 05KA ABS33A,TP MCCB,0.00
GSM331E2,C&S(GOLD STAR),TP MCCB,300A,25KA,ABE403A,,8500.00,8500.00,8500.00,8500.00,300A 25KA ABE403A,TP MCCB,0.00
GSM331H5,C&S(GOLD STAR),TP MCCB,300A,65KA,ABH403A,,29520.00,14000.00,34390.00,14000.00,300A 65KA ATU,TP MCCB,0.00
GSM331L6,C&S(GOLD STAR),TP MCCB,300A,65KA,ABL403A,,29010.00,0.00,32950.00,15500.00,300A 65KA FMU,TP MCCB,0.00
GSM331S3,C&S(GOLD STAR),TP MCCB,300A,35KA,ABS403A,,13000.00,0.00,13000.00,13000.00,300A 35KA ABS403A,TP MCCB,0.00
GSM336E2,C&S(GOLD STAR),TP MCCB,350A,25KA,ABE403A,,13250.00,13250.00,13250.00,13250.00,350A 25KA ABE403A,TP MCCB,0.00
GSM336H5,C&S(GOLD STAR),TP MCCB,350A,65KA,ABH403A,,29520.00,15250.00,34390.00,15250.00,350A 65KA ATU,TP MCCB,0.00
GSM336L6,C&S(GOLD STAR),TP MCCB,350A,65KA,ABL403A,,29010.00,29010.00,32950.00,16500.00,350A 65KA FMU,TP MCCB,0.00
GSM336S3,C&S(GOLD STAR),TP MCCB,350A,35KA,ABS403A,,13500.00,13500.00,13500.00,13500.00,350A 35KA ABS403A,TP MCCB,0.00
GSM340E1,C&S(GOLD STAR),TP MCCB,40A,10KA,ABE103A,,1950.00,1950.00,1950.00,1950.00,40A 10KA ABE103A,TP MCCB,0.00
GSM340EF,C&S(GOLD STAR),TP MCCB,40A,5KA,ABE53A,,1800.00,1800.00,1800.00,1800.00,40A 05KA ABE53A,TP MCCB,0.00
GSM340H2,C&S(GOLD STAR),TP MCCB,40A,22KA,ABH103A,,3300.00,0.00,3300.00,3500.00,40A 22KA ABH103A,TP MCCB,0.00
GSM340H5,C&S(GOLD STAR),TP MCCB,40A,14KA,ABH53A,,2300.00,0.00,2300.00,2300.00,40A 14KA ABH53A,TP MCCB,0.00
GSM340L6,C&S(GOLD STAR),TP MCCB,40A,65KA,ABL53A,,10380.00,6250.00,11575.00,6250.00,40A 50KA FMU,TP MCCB,0.00
GSM340S1,C&S(GOLD STAR),TP MCCB,40A,10KA,ABS53A,,1800.00,0.00,1800.00,1800.00,40A 10KA ABS53A,TP MCCB,0.00
GSM340S5,C&S(GOLD STAR),TP MCCB,40A,14KA,ABS103A,,2300.00,0.00,2300.00,2300.00,40A 14KA ABS103A,TP MCCB,0.00
GSM341E2,C&S(GOLD STAR),TP MCCB,400A,25KA,ABE403A,,13250.00,13250.00,13250.00,13250.00,400A 25KA ABE403A,TP MCCB,0.00
GSM341H5,C&S(GOLD STAR),TP MCCB,400A,65KA,ABH403A,,29520.00,15250.00,34390.00,15250.00,400A 65KA ATU,TP MCCB,0.00
GSM341L6,C&S(GOLD STAR),TP MCCB,400A,65KA,ABL403A,,29010.00,0.00,32950.00,16500.00,400A 65KA FMU,TP MCCB,0.00
GSM341S3,C&S(GOLD STAR),TP MCCB,400A,35KA,ABS403A,,13500.00,13500.00,13500.00,13500.00,400A 35KA ABS403A,TP MCCB,0.00
GSM350E1,C&S(GOLD STAR),TP MCCB,50A,10KA,ABE103A,,1950.00,1950.00,1950.00,1950.00,50A 10KA ABE103A,TP MCCB,0.00
GSM350EF,C&S(GOLD STAR),TP MCCB,50A,5KA,ABE53A,,1850.00,1800.00,1850.00,1800.00,50A 05KA ABE53A,TP MCCB,0.00
GSM350H2,C&S(GOLD STAR),TP MCCB,50A,22KA,ABH103A,,3500.00,0.00,3500.00,3500.00,50A 22KA ABH103A,TP MCCB,0.00
GSM350H5,C&S(GOLD STAR),TP MCCB,50A,14KA,ABH53A,,2300.00,0.00,2300.00,2300.00,50A 14KA ABH53A,TP MCCB,0.00
GSM350L6,C&S(GOLD STAR),TP MCCB,50A,65KA,ABL53A,,10380.00,6250.00,11575.00,6250.00,50A 50KA FMU,TP MCCB,0.00
GSM350S1,C&S(GOLD STAR),TP MCCB,50A,10KA,ABS53A,,1800.00,0.00,1800.00,1800.00,50A 10KA ABS53A,TP MCCB,0.00
GSM350S5,C&S(GOLD STAR),TP MCCB,50A,14KA,ABS103A,,2300.00,0.00,2300.00,2300.00,50A 14KA ABS103A,TP MCCB,0.00
GSM351E3,C&S(GOLD STAR),TP MCCB,500A,35KA,ABE803A,,18000.00,16000.00,18000.00,16000.00,500A 35KA ABE803A,TP MCCB,0.00
GSM351L6,C&S(GOLD STAR),TP MCCB,500A,65KA,ABL803A,,33480.00,0.00,36750.00,19500.00,500A 65KA FMU,TP MCCB,0.00
GSM351S5,C&S(GOLD STAR),TP MCCB,500A,65KA,ABS803A,,34900.00,17250.00,38460.00,17250.00,500A 65KA ATU,TP MCCB,0.00
GSM360E1,C&S(GOLD STAR),TP MCCB,60A,10KA,ABE103A,,1950.00,1950.00,1950.00,1950.00,60A 10KA ABE103A,TP MCCB,0.00
GSM360EF,C&S(GOLD STAR),TP MCCB,60A,5KA,ABE63A,,1900.00,1900.00,1900.00,1900.00,60A 05KA ABE63A,TP MCCB,0.00
GSM360H2,C&S(GOLD STAR),TP MCCB,60A,22KA,ABH103A,,3500.00,0.00,3500.00,3500.00,60A 22KA ABH103A,TP MCCB,0.00
GSM360L6,C&S(GOLD STAR),TP MCCB,60A,65KA,ABL103A,,10380.00,6750.00,11575.00,6750.00,63A 50KA FMU,TP MCCB,0.00
GSM360S1,C&S(GOLD STAR),TP MCCB,60A,10KA,ABS63A,,2000.00,0.00,2000.00,2000.00,60A 10KA ABS63A,TP MCCB,0.00
GSM360S5,C&S(GOLD STAR),TP MCCB,60A,14KA,ABS103A,,2300.00,0.00,2300.00,2300.00,60A 14KA ABS103A,TP MCCB,0.00
GSM361E3,C&S(GOLD STAR),TP MCCB,600A,35KA,ABE803A,,18000.00,16000.00,18000.00,16000.00,600A 35KA ABE803A,TP MCCB,0.00
GSM361L6,C&S(GOLD STAR),TP MCCB,600A,65KA,ABL803A,,33480.00,0.00,36750.00,19500.00,630A 65KA FMU,TP MCCB,0.00
GSM361S5,C&S(GOLD STAR),TP MCCB,630A,65KA,ABS803A,,34900.00,17250.00,38460.00,17250.00,630A 65KA ATU,TP MCCB,0.00
GSM363G3,C&S(GOLD STAR),TP MCCB,63A,35KA,GBN103,,4600.00,4600.00,4600.00,4600.00,63A 35KA GBN103-VARIABLE SETTING,TP MCCB,0.00
GSM363G5,C&S(GOLD STAR),TP MCCB,63A,50KA,GBH103,,14550.00,6350.00,18950.00,6350.00,63A 50KA ATU,TP MCCB,0.00
GSM363G9,C&S(GOLD STAR),TP MCCB,63A,85KA,GBL103,,13000.00,8750.00,31380.00,8750.00,63A 85KA GBL103-VARIABLE SETTING,TP MCCB,0.00
GSM371E3,C&S(GOLD STAR),TP MCCB,700A,30KA,ABE803A,,18000.00,0.00,18000.00,18000.00,700A 30KA ABE803A,TP MCCB,0.00
GSM371L6,C&S(GOLD STAR),TP MCCB,700A,65KA,ABL803A,,46960.00,0.00,50790.00,28500.00,700A 65KA FMU,TP MCCB,0.00
GSM371S5,C&S(GOLD STAR),TP MCCB,700A,65KA,ABS803A,,49290.00,20500.00,54890.00,20500.00,700A 65KA ATU,TP MCCB,0.00
GSM375E1,C&S(GOLD STAR),TP MCCB,75A,10KA,ABE103A,,1950.00,1950.00,1950.00,1950.00,75A 10KA ABE103A,TP MCCB,0.00
GSM375H2,C&S(GOLD STAR),TP MCCB,75A,22KA,ABH103A,,3500.00,0.00,3500.00,3500.00,75A 22KA ABH103A,TP MCCB,0.00
GSM375L6,C&S(GOLD STAR),TP MCCB,75A,65KA,ABL103A,,10380.00,6750.00,11675.00,6750.00,80A 50KA FMU,TP MCCB,0.00
GSM375S5,C&S(GOLD STAR),TP MCCB,75A,14KA,ABS103A,,2300.00,0.00,2300.00,2300.00,75A 14KA ABS103A,TP MCCB,0.00
GSM380G3,C&S(GOLD STAR),TP MCCB,80A,35KA,GBN103,,4600.00,4600.00,4600.00,4600.00,80A 35KA GBN103-VARIABLE SETTING,TP MCCB,0.00
GSM380G5,C&S(GOLD STAR),TP MCCB,80A,50KA,GBH103,,14550.00,6350.00,18950.00,6350.00,80A 50KA ATU,TP MCCB,0.00
GSM380G9,C&S(GOLD STAR),TP MCCB,80A,85KA,GBL103,,13000.00,8750.00,31380.00,8750.00,80A 85KA GBL103-VARIABLE SETTING,TP MCCB,0.00
GSM381E3,C&S(GOLD STAR),TP MCCB,800A,30KA,ABE803A,,18000.00,0.00,18000.00,18000.00,800A 30KA ABE803A,TP MCCB,0.00
GSM381L6,C&S(GOLD STAR),TP MCCB,800A,65KA,ABL803A,,46960.00,0.00,50790.00,28500.00,800A 65KA FMU,TP MCCB,0.00
GSM381S5,C&S(GOLD STAR),TP MCCB,800A,65KA,ABS803A,,49290.00,20500.00,54890.00,20500.00,800A 65KA ATU,TP MCCB,0.00
GSM405S1,C&S,4P MCCB,05A,10KA,ABS54A,,2400.00,0.00,2400.00,2400.00,05A 10KA ABS54A,4P MCCB,0.00
GSM410S1,C&S,4P MCCB,10A,10KA,ABS54A,,2400.00,0.00,2400.00,2400.00,10A 10KA ABS54A,4P MCCB,0.00
GSM411G3,C&S,4P MCCB,100A,35KA,GBN104,,6250.00,6250.00,6250.00,6250.00,100A 35KA GBN104-VARIABLE SETTING,4P MCCB,0.00
GSM411G5,C&S,4P MCCB,100A,50KA,GBH104,,19520.00,8200.00,23090.00,8200.00,100A 50KA ATU,4P MCCB,0.00
GSM411G9,C&S,4P MCCB,100A,85KA,GBL104,,12000.00,11000.00,46860.00,11000.00,100A 85KA GBL104-VARIABLE SETTING,4P MCCB,0.00
GSM411H2,C&S,4P MCCB,100A,22KA,ABH104A,,5300.00,0.00,5300.00,5300.00,100A 22KA ABH104A,4P MCCB,0.00
GSM411L6,C&S,4P MCCB,100A,50KA,ABL104A,,14140.00,9350.00,13925.00,9350.00,100A 50KA FMU,4P MCCB,0.00
GSM411S5,C&S,4P MCCB,100A,14KA,ABS104A,,2750.00,0.00,2750.00,2750.00,100A 14KA ABS104A,4P MCCB,0.00
GSM413G3,C&S,4P MCCB,125A,35KA,GBN204,,7600.00,7600.00,7600.00,7600.00,125A 35KA GBN204-VARIABLE SETTING,4P MCCB,0.00
GSM413G5,C&S,4P MCCB,125A,50KA,GBH204,,19520.00,10250.00,21360.00,10250.00,125A 50KA ATU,4P MCCB,0.00
GSM413G9,C&S,4P MCCB,125A,85KA,GBL204,,13000.00,13000.00,46860.00,13000.00,125A 85KA GBL204-VARIABLE SETTING,4P MCCB,0.00
GSM413H4,C&S,4P MCCB,125A,45KA,ABH204A,,11000.00,0.00,21360.00,11000.00,125A 50KA FMU,4P MCCB,0.00
GSM413L6,C&S,4P MCCB,125A,50KA,ABL204A,,18810.00,16500.00,21360.00,16500.00,125A 50KA FMU,4P MCCB,0.00
